SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
500002,ABB LTD.    ,A ,Q,1683.0,1697.0,1665.0,1671.25,1671.25,1681.7,922,4495,7549509.0,,2021-08-03
500003,AEGIS LOGIS ,A ,Q,308.8,310.75,299.05,300.8,300.8,306.8,1792,62702,19045386.0,,2021-08-03
500008,AMAR RAJA BA,A ,Q,723.0,725.05,719.7,724.65,724.65,720.2,1357,32219,23302524.0,,2021-08-03
500009,A.SARABHAI  ,X ,Q,34.15,34.15,33.0,34.15,34.15,32.55,1972,642606,21848130.0,,2021-08-03
500010,HDFC        ,A ,Q,2490.45,2559.9,2477.4,2553.95,2553.95,2462.3,20314,274322,692704069.0,,2021-08-03
500012,ANDHRA PETRO,XT,Q,182.0,188.4,181.0,183.55,184.95,179.45,2656,523480,97501200.0,,2021-08-03
500013,ANSAL INFRAS,B ,Q,9.85,9.88,9.77,9.88,9.88,9.41,200,274418,2710371.0,,2021-08-03
500014,UTIQUE      ,X ,Q,3.4,3.63,3.4,3.63,3.63,3.46,152,66723,237129.0,,2021-08-03
500016,ARUNAHTEL   ,XT,Q,20.0,20.0,18.75,18.75,18.75,19.7,55,6895,132695.0,,2021-08-03
500020,BOM DYEING  ,A ,Q,108.2,110.7,106.8,107.9,107.9,109.85,4576,668119,72484493.0,,2021-08-03
500023,ASIANHOTNR  ,B ,Q,91.85,91.85,89.65,90.15,89.9,90.35,80,1044,94644.0,,2021-08-03
500027,ATUL LTD.   ,A ,Q,9110.0,9110.0,9035.45,9066.25,9086.5,9102.3,541,1134,10295348.0,,2021-08-03
500028,ATV PROJECTS,XT,Q,10.9,10.97,10.22,10.95,10.97,10.45,100,45107,477678.0,,2021-08-03
500031,BAJAJ ELECT.,A ,Q,1174.0,1174.0,1128.9,1154.75,1158.0,1148.15,666,3462,3961942.0,,2021-08-03
500032,BAJAJHIND   ,T ,Q,17.6,18.0,17.3,17.3,17.3,18.2,3399,1163579,20279459.0,,2021-08-03
500033,FORCE MOTR  ,A ,Q,1518.6,1549.0,1510.0,1522.0,1522.0,1517.45,1385,11845,18126587.0,,2021-08-03
500034,BAJFINANCE  ,A ,Q,6228.9,6338.3,6209.0,6328.35,6328.35,6198.95,6570,55770,350015718.0,,2021-08-03
500038,BALRAM.CHINI,A ,Q,370.5,370.5,360.0,366.15,366.15,367.6,3706,119821,43653272.0,,2021-08-03
500039,BANCO PROD. ,B ,Q,177.0,177.0,171.65,174.1,174.5,172.05,1106,23684,4138010.0,,2021-08-03
500040,CENTURY TEXT,A ,Q,821.45,831.6,804.0,809.8,805.5,822.25,2511,47845,39070991.0,,2021-08-03
500041,BANNARI AMAN,A ,Q,1826.45,1931.75,1823.45,1913.1,1915.0,1832.8,342,1525,2911345.0,,2021-08-03
500042,BASF INDIA  ,A ,Q,2947.25,2988.0,2878.95,2888.0,2888.0,2918.15,854,3165,9194122.0,,2021-08-03
500043,BATA INDIA  ,A ,Q,1698.05,1736.45,1680.0,1687.45,1687.45,1683.85,8825,169594,288396483.0,,2021-08-03
500048,BEML LTD    ,A ,Q,1325.0,1339.9,1317.95,1333.7,1333.7,1318.75,3441,36840,49002790.0,,2021-08-03
500049,BHARAT ELECT,A ,Q,183.95,184.95,181.6,182.2,182.35,183.8,1922,145539,26653077.0,,2021-08-03
500052,BHANSALI ENG,A ,Q,204.9,207.75,201.45,203.8,203.3,200.95,9535,658774,134747796.0,,2021-08-03
