security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500185,HCC,5486.90,5593.30,-2142.70,116.30,0.45,2007,3
500185,HCC,7500.10,7555.00,-3188.80,250.50,0.98,2007,4
500185,HCC,8658.94,8783.32,-3700.13,308.43,1.20,2008,2
500185,HCC,6491.59,6759.84,-1644.97,199.44,0.78,2008,3
500185,HCC,8194.25,8194.03,-2521.42,232.02,0.91,2008,4
500185,HCC,9796.81,10498.63,-8594.49,513.61,2.00,2009,1
500185,HCC,8760.12,8724.60,-3326.03,181.92,0.71,2009,2
500185,HCC,7810.91,7824.73,-3310.97,55.15,0.18,2009,3
500185,HCC,8870.84,9025.86,-4037.49,147.57,0.49,2009,4
500185,HCC,10850.28,10866.81,-5202.76,429.71,1.42,2010,1
500185,HCC,9953.55,9924.11,-4208.30,283.14,0.93,2010,2
500185,HCC,8845.69,8985.05,-3564.97,121.37,0.20,2010,3
500185,HCC,10085.93,10275.09,-3949.85,79.44,0.13,2010,4
500185,HCC,12021.44,12097.40,-5270.14,226.07,0.37,2011,1
500185,HCC,10579.30,10595.78,-4705.74,28.72,0.05,2011,2
500185,HCC,8285.81,8376.94,-3349.51,-405.37,-0.67,2011,3
500185,HCC,9460.48,9475.64,-4260.05,-1304.10,-2.15,2011,4
500185,HCC,11556.72,476.09,-6556.86,-541.74,-0.89,2012,1
500185,HCC,9694.40,9693.60,-4556.40,-309.90,-0.51,2012,2
500185,HCC,8655.60,8640.60,-953.20,-178.70,-0.29,2012,3
500185,HCC,10143.20,10207.50,-4620.90,-385.10,-0.63,2012,4
500185,HCC,9829.70,9829.20,-1072.50,-502.60,-0.83,2013,1
500185,HCC,11429.20,11495.60,-5328.20,192.30,0.32,2013,2
500185,HCC,8896.50,9087.20,-4586.50,316.00,0.52,2013,3
500185,HCC,8521.10,8520.20,-945.30,53.90,0.09,2013,4
500185,HCC,11578.30,11549.00,-5837.10,244.00,0.40,2014,1
500185,HCC,9880.60,10434.80,-905.90,271.00,0.43,2014,2
500185,HCC,9315.90,9302.50,-920.10,67.60,0.10,2014,3
500185,HCC,10946.90,10934.30,-868.70,271.40,0.42,2014,4
500185,HCC,11204.60,11751.20,-916.40,206.50,0.32,2015,1
500185,HCC,9080.90,9750.70,-899.60,80.20,0.10,2015,2
500185,HCC,9357.30,9617.90,-1321.60,384.30,0.50,2015,3
500185,HCC,10367.20,10580.40,-1315.70,193.80,0.25,2015,4
500185,HCC,11718.80,11960.00,-1205.10,191.40,0.25,2016,1
500185,HCC,9824.50,8993.20,-1277.10,108.80,0.14,2016,2
500185,HCC,9111.30,7590.30,-973.30,230.80,0.30,2016,3
500185,HCC,9440.90,8666.80,-1073.30,45.50,0.06,2016,4
500185,HCC,13582.70,14288.60,-283.30,209.10,0.25,2017,1
500185,HCC,9306.60,9911.20,-1270.80,145.20,0.14,2017,2
500185,HCC,9707.50,10319.30,-1067.60,116.00,0.11,2017,3
500185,HCC,12309.30,12930.10,-1038.90,313.10,0.31,2017,4
500185,HCC,14427.40,15114.70,-698.10,200.90,0.20,2018,1
500185,HCC,9330.90,10011.80,-968.20,-197.20,-0.19,2018,2
500185,HCC,9836.50,9944.00,-821.10,-15252.30,-15.02,2018,3
500185,HCC,11018.10,11259.30,-653.40,99.10,0.10,2018,4
500185,HCC,13224.50,13478.60,-986.20,-4278.70,-2.83,2019,1
500185,HCC,8310.80,8376.30,-797.10,-150.60,-0.10,2019,2
500185,HCC,9879.00,9983.50,-651.80,-1654.60,-1.09,2019,3
500185,HCC,10748.70,10819.80,-723.40,2336.90,1.54,2019,4
500185,HCC,7793.10,7877.00,-895.50,-2119.00,-1.40,2020,1
500185,HCC,4537.20,4622.50,-348.20,-2173.60,-1.44,2020,2
500185,HCC,4541.20,4661.80,-662.90,-1799.20,-1.19,2020,3
500185,HCC,8142.80,8223.20,-699.90,-789.80,-0.52,2020,4
