security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500339,RAIN,1490.60,1501.30,-1059.50,365.80,5.46,2007,3
500339,RAIN,1926.20,1931.90,-1492.50,304.50,4.49,2008,1
500339,RAIN,2997.20,3008.70,-2492.30,274.60,3.83,2008,2
500339,RAIN,2530.80,2546.60,-2160.50,200.80,2.79,2008,3
500339,RAIN,2666.80,2656.50,-2100.50,331.20,4.68,2009,1
500339,RAIN,2640.80,2637.70,-1985.10,443.40,6.26,2009,2
500339,RAIN,2522.50,2516.90,-445.70,747.30,10.55,2009,3
500339,RAIN,2465.60,15.60,-2380.10,31.20,0.44,2010,1
500339,RAIN,1888.90,194.10,-528.70,321.10,4.53,2010,2
500339,RAIN,1942.40,3.00,-489.40,-104.30,-1.47,2010,3
500339,RAIN,953.70,2.20,-951.50,260.90,3.68,2011,1
500339,RAIN,567.50,-6.70,-574.20,4.70,0.01,2011,2
500339,RAIN,544.40,-3.10,-547.50,-46.10,-0.13,2011,3
500339,RAIN,329.80,-108.10,-30.70,75.20,0.21,2011,4
500339,RAIN,346.40,-9.50,-4.20,36.70,0.11,2012,1
500339,RAIN,,-110.30,-3.60,299.50,0.88,2012,2
500339,RAIN,344.50,-10.80,-13.20,97.20,0.28,2012,3
500339,RAIN,,-32.30,-14.40,130.30,0.38,2012,4
500339,RAIN,410.20,410.20,-5.60,20.30,0.06,2013,1
500339,RAIN,296.00,296.00,-13.80,-110.50,-0.33,2013,2
500339,RAIN,1.00,-7.20,-2.60,-34.90,-0.10,2013,3
500339,RAIN,,-8.70,-3.10,278.10,0.82,2013,4
500339,RAIN,,-12.30,-6.40,10.60,0.03,2014,1
500339,RAIN,,-14.50,-7.80,0.50,,2014,2
500339,RAIN,,-14.80,-7.20,258.20,0.77,2014,3
500339,RAIN,27.40,27.40,-15.00,-23.50,-0.07,2014,4
500339,RAIN,31.80,31.80,-16.00,0.50,0.00,2015,1
500339,RAIN,286.80,286.80,-16.20,-26.20,-0.08,2015,2
500339,RAIN,312.30,312.30,-17.10,311.70,0.93,2015,3
500339,RAIN,231.21,231.21,-18.53,-25.07,-0.07,2015,4
500339,RAIN,40.15,40.15,-31.20,25.75,0.08,2016,1
500339,RAIN,311.78,311.78,-13.26,-14.27,-0.04,2016,2
500339,RAIN,23.72,23.72,-10.13,323.27,0.96,2016,3
500339,RAIN,72.81,72.81,-24.80,-21.34,-0.06,2016,4
500339,RAIN,266.78,337.53,-43.48,6.45,0.02,2017,1
500339,RAIN,68.88,112.29,-36.95,2.20,0.01,2017,2
500339,RAIN,40.38,472.43,-1.00,316.39,0.94,2017,3
500339,RAIN,220.17,267.34,-196.34,-3.98,-0.01,2017,4
500339,RAIN,330.43,371.63,-294.03,-5.26,-0.02,2018,1
500339,RAIN,172.97,623.85,-58.51,281.48,0.84,2018,2
500339,RAIN,118.42,168.86,-203.61,-27.59,-0.08,2018,3
500339,RAIN,431.71,927.08,-39.60,356.03,1.06,2018,4
500339,RAIN,115.18,170.29,-167.91,1.87,0.01,2019,1
500339,RAIN,71.48,165.98,-31.62,27.72,0.08,2019,2
500339,RAIN,153.78,202.55,-37.95,-8.69,-0.03,2019,3
500339,RAIN,297.47,714.94,-51.41,333.49,0.99,2019,4
500339,RAIN,159.58,203.04,-53.98,-16.79,-0.05,2020,1
500339,RAIN,94.47,129.81,-34.61,-3.70,-0.01,2020,2
500339,RAIN,75.53,102.27,-18.51,2.63,0.01,2020,3
500339,RAIN,146.67,541.01,-50.09,290.88,0.86,2020,4
